,date,Subject,Phase,Feeder_Interval,Time,Location,Body_Position,Activity,Interaction,period,rel_time,action_cat,TimeToFeeding,Active,Feeder,Intervention
3891,2023-10-31,Bernie,Intervention Weekday,180,08:59:03,Shelf,Sitting,Resting,,15,105,Inactive,75,0,False,True
3892,2023-10-31,Bernie,Intervention Weekday,180,08:59:18,Feeder,Standing,Locomotion,,30,120,Active,60,1,True,True
3893,2023-10-31,Bernie,Intervention Weekday,180,08:59:33,Fence,Standing,Locomotion,,45,135,Active,45,1,False,True
3894,2023-10-31,Bernie,Intervention Weekday,180,08:59:48,6,Sitting,Eating,,0,150,Active,30,1,False,True
3895,2023-10-31,Bernie,Intervention Weekday,180,09:00:03,6,Sitting,Eating,,15,165,Active,15,1,False,True
3896,2023-10-31,Bernie,Intervention Weekday,180,09:00:18,6,Sitting,Pause,,30,180,Inactive,0,0,False,True
3897,2023-10-31,Bernie,Intervention Weekday,180,09:00:33,5,Rearing,Locomotion,,45,0,Active,180,1,False,True
3898,2023-10-31,Bernie,Intervention Weekday,180,09:00:48,6,Standing,Drinking,,0,15,Active,165,1,False,True
3899,2023-10-31,Bernie,Intervention Weekday,180,09:01:03,6,Standing,Drinking,,15,30,Active,150,1,False,True
3900,2023-10-31,Bernie,Intervention Weekday,180,09:01:18,6,Standing,Drinking,,30,45,Active,135,1,False,True
3901,2023-10-31,Bernie,Intervention Weekday,180,09:01:33,6,Standing,Locomotion,,45,60,Active,120,1,False,True
3904,2023-10-31,Bernie,Intervention Weekday,180,09:02:18,6,Standing,Locomotion,,30,105,Active,75,1,False,True
3905,2023-10-31,Bernie,Intervention Weekday,180,09:02:33,Fence,Standing,Pause,,45,120,Inactive,60,0,False,True
3906,2023-10-31,Bernie,Intervention Weekday,180,09:02:48,6,Standing,Locomotion,,0,135,Active,45,1,False,True
3907,2023-10-31,Bernie,Intervention Weekday,180,09:03:03,6,Sitting,Eating,,15,150,Active,30,1,False,True
3908,2023-10-31,Bernie,Intervention Weekday,180,09:03:18,5,Rearing,Locomotion,,30,165,Active,15,1,False,True
3909,2023-10-31,Bernie,Intervention Weekday,180,09:03:33,3,Standing,Locomotion,,45,180,Active,0,1,False,True
3910,2023-10-31,Bernie,Intervention Weekday,180,09:03:48,6,Standing,Locomotion,,0,0,Active,180,1,False,True
3911,2023-10-31,Bernie,Intervention Weekday,180,09:04:03,Fence,Standing,Pause,,15,15,Inactive,165,0,False,True
3912,2023-10-31,Bernie,Intervention Weekday,180,09:04:18,Fence,Standing,Pause,,30,30,Inactive,150,0,False,True
3913,2023-10-31,Bernie,Intervention Weekday,180,09:04:33,Shelf,Lying Down,Resting,,45,45,Inactive,135,0,False,True
3914,2023-10-31,Bernie,Intervention Weekday,180,09:04:48,Shelf,Lying Down,Resting,,0,60,Inactive,120,0,False,True
3915,2023-10-31,Bernie,Intervention Weekday,180,09:05:03,Shelf,Lying Down,Resting,,15,75,Inactive,105,0,False,True
3916,2023-10-31,Bernie,Intervention Weekday,180,09:05:18,Shelf,Lying Down,Resting,,30,90,Inactive,90,0,False,True
3917,2023-10-31,Bernie,Intervention Weekday,180,09:05:33,Shelf,Lying Down,Resting,,45,105,Inactive,75,0,False,True
3918,2023-10-31,Bernie,Intervention Weekday,180,09:05:48,Shelf,Lying Down,Resting,,0,120,Inactive,60,0,False,True
3919,2023-10-31,Bernie,Intervention Weekday,180,09:06:03,Shelf,Lying Down,Resting,,15,135,Inactive,45,0,False,True
3920,2023-10-31,Bernie,Intervention Weekday,180,09:06:18,Shelf,Lying Down,Resting,,30,150,Inactive,30,0,False,True
3921,2023-10-31,Bernie,Intervention Weekday,180,09:06:33,Shelf,Lying Down,Resting,,45,165,Inactive,15,0,False,True
3922,2023-10-31,Bernie,Intervention Weekday,180,09:06:48,Shelf,Lying Down,Resting,,0,180,Inactive,0,0,False,True
3923,2023-10-31,Bernie,Intervention Weekday,180,09:07:03,Shelf,Lying Down,Resting,,15,0,Inactive,180,0,False,True
3924,2023-11-03,Bernie,Intervention Weekday,180,09:21:35,Shelf,Lying Down,Resting,,45,105,Inactive,75,0,False,True
3925,2023-11-03,Bernie,Intervention Weekday,180,09:21:50,Shelf,Lying Down,Resting,,0,120,Inactive,60,0,False,True
3926,2023-11-03,Bernie,Intervention Weekday,180,09:22:05,5,Sitting,Eating,,15,135,Active,45,1,False,True
3927,2023-11-03,Bernie,Intervention Weekday,180,09:22:20,5,Sitting,Eating,,30,150,Active,30,1,False,True
3928,2023-11-03,Bernie,Intervention Weekday,180,09:22:35,5,Sitting,Eating,,45,165,Active,15,1,False,True
3929,2023-11-03,Bernie,Intervention Weekday,180,09:22:50,6,Standing,Locomotion,,0,180,Active,0,1,False,True
3930,2023-11-03,Bernie,Intervention Weekday,180,09:23:05,Fence,Standing,Locomotion,,15,0,Active,180,1,False,True
3931,2023-11-03,Bernie,Intervention Weekday,180,09:23:20,5,Sitting,Drinking,,30,15,Active,165,1,False,True
3932,2023-11-03,Bernie,Intervention Weekday,180,09:23:35,5,Sitting,Pause,,45,30,Inactive,150,0,False,True
3933,2023-11-03,Bernie,Intervention Weekday,180,09:23:50,5,Sitting,Drinking,,0,45,Active,135,1,False,True
3934,2023-11-03,Bernie,Intervention Weekday,180,09:24:05,5,Sitting,Drinking,,15,60,Active,120,1,False,True
3935,2023-11-03,Bernie,Intervention Weekday,180,09:24:20,5,Sitting,Drinking,,30,75,Active,105,1,False,True
3936,2023-11-03,Bernie,Intervention Weekday,180,09:24:35,3,Standing,Locomotion,,45,90,Active,90,1,False,True
3939,2023-11-03,Bernie,Intervention Weekday,180,09:25:20,Shelf,Lying Down,Resting,,30,135,Inactive,45,0,False,True
3940,2023-11-03,Bernie,Intervention Weekday,180,09:25:35,5,Standing,Locomotion,,45,150,Active,30,1,False,True
3941,2023-11-03,Bernie,Intervention Weekday,180,09:25:50,5,Sitting,Eating,,0,165,Active,15,1,False,True
3942,2023-11-03,Bernie,Intervention Weekday,180,09:26:05,5,Sitting,Eating,,15,180,Active,0,1,False,True
3943,2023-11-03,Bernie,Intervention Weekday,180,09:26:20,5,Sitting,Eating,,30,0,Active,180,1,False,True
3944,2023-11-03,Bernie,Intervention Weekday,180,09:26:35,5,Sitting,Eating,,45,15,Active,165,1,False,True
3945,2023-11-03,Bernie,Intervention Weekday,180,09:26:50,3,Standing,Locomotion,,0,30,Active,150,1,False,True
3947,2023-11-03,Bernie,Intervention Weekday,180,09:27:20,5,Standing,Pause,,30,60,Inactive,120,0,False,True
3948,2023-11-03,Bernie,Intervention Weekday,180,09:27:35,5,Rearing,Pause,,45,75,Inactive,105,0,False,True
3949,2023-11-03,Bernie,Intervention Weekday,180,09:27:50,3,Standing,Locomotion,,0,90,Active,90,1,False,True
3950,2023-11-03,Bernie,Intervention Weekday,180,09:28:05,6,Standing,Locomotion,,15,105,Active,75,1,False,True
3952,2023-11-03,Bernie,Intervention Weekday,180,09:28:35,Shelf,Lying Down,Resting,,45,135,Inactive,45,0,False,True
3953,2023-11-03,Bernie,Intervention Weekday,180,09:28:50,Shelf,Lying Down,Resting,,0,150,Inactive,30,0,False,True
3954,2023-11-03,Bernie,Intervention Weekday,180,09:29:05,Shelf,Lying Down,Resting,,15,165,Inactive,15,0,False,True
3955,2023-11-03,Bernie,Intervention Weekday,180,09:29:20,Shelf,Lying Down,Resting,,30,180,Inactive,0,0,False,True
3956,2023-11-03,Bernie,Intervention Weekday,180,09:29:35,Shelf,Lying Down,Resting,,45,0,Inactive,180,0,False,True
3957,2023-11-03,Bernie,Intervention Weekday,180,09:29:50,6,Standing,Locomotion,,0,15,Active,165,1,False,True
3958,2023-11-03,Bernie,Intervention Weekday,180,09:30:05,Fence,Standing,Locomotion,,15,30,Active,150,1,False,True
3959,2023-11-03,Bernie,Intervention Weekday,180,09:30:20,5,Standing,Locomotion,,30,45,Active,135,1,False,True
3960,2023-11-03,Bernie,Intervention Weekday,180,09:30:35,5,Standing,Locomotion,,45,60,Active,120,1,False,True
3961,2023-11-03,Bernie,Intervention Weekday,180,09:30:50,5,Standing,Locomotion,,0,75,Active,105,1,False,True
3963,2023-11-03,Bernie,Intervention Weekday,180,09:31:20,Shelf,Lying Down,Resting,,30,105,Inactive,75,0,False,True
3964,2023-11-03,Bernie,Intervention Weekday,180,09:31:35,Shelf,Lying Down,Resting,,45,120,Inactive,60,0,False,True
3965,2023-11-03,Bernie,Intervention Weekday,180,09:31:50,Shelf,Lying Down,Resting,,0,135,Inactive,45,0,False,True
3966,2023-11-03,Bernie,Intervention Weekday,180,09:32:05,Shelf,Lying Down,Resting,,15,150,Inactive,30,0,False,True
3967,2023-11-03,Bernie,Intervention Weekday,180,09:32:20,Shelf,Lying Down,Resting,,30,165,Inactive,15,0,False,True
3968,2023-11-03,Bernie,Intervention Weekday,180,09:32:35,Shelf,Lying Down,Resting,,45,180,Inactive,0,0,False,True
3969,2023-11-03,Bernie,Intervention Weekday,180,09:32:50,Shelf,Lying Down,Resting,,0,0,Inactive,180,0,False,True
3970,2023-11-03,Bernie,Intervention Weekday,180,09:33:05,Shelf,Lying Down,Resting,,15,15,Inactive,165,0,False,True
3971,2023-11-03,Bernie,Intervention Weekday,180,09:33:20,Shelf,Lying Down,Resting,,30,30,Inactive,150,0,False,True
3972,2023-11-03,Bernie,Intervention Weekday,180,09:33:35,Shelf,Lying Down,Resting,,45,45,Inactive,135,0,False,True
3973,2023-11-03,Bernie,Intervention Weekday,180,09:33:50,5,Standing,Locomotion,,0,60,Active,120,1,False,True
3974,2023-11-03,Bernie,Intervention Weekday,180,09:34:05,Fence,Standing,Pause,,15,75,Inactive,105,0,False,True
3975,2023-11-03,Bernie,Intervention Weekday,180,09:34:20,1,Standing,Locomotion,,30,90,Active,90,1,False,True
3976,2023-11-03,Bernie,Intervention Weekday,180,09:34:35,Shelf,Standing,Pause,,45,105,Inactive,75,0,False,True
3977,2023-11-03,Bernie,Intervention Weekday,180,09:34:50,Shelf,Sitting,Resting,,0,120,Inactive,60,0,False,True
3978,2023-11-03,Bernie,Intervention Weekday,180,09:35:05,Shelf,Sitting,Resting,,15,135,Inactive,45,0,False,True
3979,2023-11-03,Bernie,Intervention Weekday,180,09:35:20,Shelf,Sitting,Resting,,30,150,Inactive,30,0,False,True
3980,2023-11-03,Bernie,Intervention Weekday,180,09:35:35,Shelf,Sitting,Resting,,45,165,Inactive,15,0,False,True
3981,2023-11-03,Bernie,Intervention Weekday,180,09:35:50,Shelf,Sitting,Resting,,0,180,Inactive,0,0,False,True
3982,2023-11-03,Bernie,Intervention Weekday,180,09:36:05,Shelf,Sitting,Resting,,15,0,Inactive,180,0,False,True
4160,2023-11-14,Bernie,Intervention Weekday,240,10:03:17,6,Sitting,Eating,,45,120,Active,120,1,False,True
4161,2023-11-14,Bernie,Intervention Weekday,240,10:03:32,6,Sitting,Eating,,0,135,Active,105,1,False,True
4162,2023-11-14,Bernie,Intervention Weekday,240,10:03:47,6,Sitting,Eating,,15,150,Active,90,1,False,True
4163,2023-11-14,Bernie,Intervention Weekday,240,10:04:02,6,Sitting,Manipulating Object,Feeder,30,165,Active,75,1,False,True
4164,2023-11-14,Bernie,Intervention Weekday,240,10:04:17,3,Standing,Locomotion,,45,180,Active,60,1,False,True
4165,2023-11-14,Bernie,Intervention Weekday,240,10:04:32,Shelf,Sitting,Resting,,0,195,Inactive,45,0,False,True
4166,2023-11-14,Bernie,Intervention Weekday,240,10:04:47,Shelf,Sitting,Resting,,15,210,Inactive,30,0,False,True
4167,2023-11-14,Bernie,Intervention Weekday,240,10:05:02,Shelf,Sitting,Resting,,30,225,Inactive,15,0,False,True
4168,2023-11-14,Bernie,Intervention Weekday,240,10:05:17,Shelf,Sitting,Resting,,45,240,Inactive,0,0,False,True
4169,2023-11-14,Bernie,Intervention Weekday,240,10:05:32,4,Standing,Locomotion,,0,0,Active,240,1,False,True
4170,2023-11-14,Bernie,Intervention Weekday,240,10:05:47,Shelf,Sitting,Resting,,15,15,Inactive,225,0,False,True
4171,2023-11-14,Bernie,Intervention Weekday,240,10:06:02,Shelf,Sitting,Resting,,30,30,Inactive,210,0,False,True
4172,2023-11-14,Bernie,Intervention Weekday,240,10:06:17,Shelf,Lying Down,Resting,,45,45,Inactive,195,0,False,True
4173,2023-11-14,Bernie,Intervention Weekday,240,10:06:32,Shelf,Lying Down,Resting,,0,60,Inactive,180,0,False,True
4174,2023-11-14,Bernie,Intervention Weekday,240,10:06:47,Shelf,Lying Down,Resting,,15,75,Inactive,165,0,False,True
4175,2023-11-14,Bernie,Intervention Weekday,240,10:07:02,Shelf,Lying Down,Resting,,30,90,Inactive,150,0,False,True
4176,2023-11-14,Bernie,Intervention Weekday,240,10:07:17,6,Sitting,Eating,,45,105,Active,135,1,False,True
4177,2023-11-14,Bernie,Intervention Weekday,240,10:07:32,1,Standing,Locomotion,,0,120,Active,120,1,False,True
4178,2023-11-14,Bernie,Intervention Weekday,240,10:07:47,3,Standing,Locomotion,,15,135,Active,105,1,False,True
4179,2023-11-14,Bernie,Intervention Weekday,240,10:08:02,6,Standing,Locomotion,,30,150,Active,90,1,False,True
4180,2023-11-14,Bernie,Intervention Weekday,240,10:08:17,4,Standing,Locomotion,,45,165,Active,75,1,False,True
4181,2023-11-14,Bernie,Intervention Weekday,240,10:08:32,Shelf,Lying Down,Resting,,0,180,Inactive,60,0,False,True
4182,2023-11-14,Bernie,Intervention Weekday,240,10:08:47,Shelf,Lying Down,Resting,,15,195,Inactive,45,0,False,True
4183,2023-11-14,Bernie,Intervention Weekday,240,10:09:02,Shelf,Lying Down,Resting,,30,210,Inactive,30,0,False,True
4184,2023-11-14,Bernie,Intervention Weekday,240,10:09:17,Shelf,Lying Down,Resting,,45,225,Inactive,15,0,False,True
4185,2023-11-14,Bernie,Intervention Weekday,240,10:09:32,Shelf,Lying Down,Resting,,0,240,Inactive,0,0,False,True
4186,2023-11-14,Bernie,Intervention Weekday,240,10:09:47,Shelf,Lying Down,Resting,,15,0,Inactive,240,0,False,True
4187,2023-11-14,Bernie,Intervention Weekday,240,10:10:02,Shelf,Lying Down,Resting,,30,15,Inactive,225,0,False,True
4188,2023-11-14,Bernie,Intervention Weekday,240,10:10:17,Shelf,Lying Down,Resting,,45,30,Inactive,210,0,False,True
4189,2023-11-14,Bernie,Intervention Weekday,240,10:10:32,Shelf,Lying Down,Resting,,0,45,Inactive,195,0,False,True
4190,2023-11-14,Bernie,Intervention Weekday,240,10:10:47,Shelf,Lying Down,Resting,,15,60,Inactive,180,0,False,True
4191,2023-11-14,Bernie,Intervention Weekday,240,10:11:02,Shelf,Lying Down,Resting,,30,75,Inactive,165,0,False,True
4192,2023-11-14,Bernie,Intervention Weekday,240,10:11:17,6,Sitting,Eating,,45,90,Active,150,1,False,True
4193,2023-11-14,Bernie,Intervention Weekday,240,10:11:32,6,Sitting,Eating,,0,105,Active,135,1,False,True
4194,2023-11-14,Bernie,Intervention Weekday,240,10:11:47,6,Sitting,Eating,,15,120,Active,120,1,False,True
4195,2023-11-14,Bernie,Intervention Weekday,240,10:12:02,6,Sitting,Eating,,30,135,Active,105,1,False,True
4196,2023-11-14,Bernie,Intervention Weekday,240,10:12:17,6,Sitting,Eating,,45,150,Active,90,1,False,True
4197,2023-11-14,Bernie,Intervention Weekday,240,10:12:32,4,Standing,Drinking,,0,165,Active,75,1,False,True
4198,2023-11-14,Bernie,Intervention Weekday,240,10:12:47,4,Sitting,Drinking,,15,180,Active,60,1,False,True
4199,2023-11-14,Bernie,Intervention Weekday,240,10:13:02,4,Sitting,Drinking,,30,195,Active,45,1,False,True
4200,2023-11-14,Bernie,Intervention Weekday,240,10:13:17,4,Sitting,Drinking,,45,210,Active,30,1,False,True
4201,2023-11-14,Bernie,Intervention Weekday,240,10:13:32,5,Standing,Locomotion,,0,225,Active,15,1,False,True
4202,2023-11-14,Bernie,Intervention Weekday,240,10:13:47,Fence,Standing,Locomotion,,15,240,Active,0,1,False,True
4203,2023-11-14,Bernie,Intervention Weekday,240,10:14:02,4,Standing,Locomotion,,30,0,Active,240,1,False,True
4205,2023-11-14,Bernie,Intervention Weekday,240,10:14:32,Shelf,Sitting,Resting,,0,30,Inactive,210,0,False,True
4206,2023-11-14,Bernie,Intervention Weekday,240,10:14:47,6,Standing,Locomotion,,15,45,Active,195,1,False,True
4207,2023-11-14,Bernie,Intervention Weekday,240,10:15:02,5,Rearing,Locomotion,,30,60,Active,180,1,False,True
4208,2023-11-14,Bernie,Intervention Weekday,240,10:15:17,6,Sitting,Eating,,45,75,Active,165,1,False,True
4209,2023-11-14,Bernie,Intervention Weekday,240,10:15:32,6,Sitting,Eating,,0,90,Active,150,1,False,True
4210,2023-11-14,Bernie,Intervention Weekday,240,10:15:47,6,Standing,Locomotion,,15,105,Active,135,1,False,True
4211,2023-11-14,Bernie,Intervention Weekday,240,10:16:02,Shelf,Sitting,Resting,,30,120,Inactive,120,0,False,True
4212,2023-11-14,Bernie,Intervention Weekday,240,10:16:17,Shelf,Sitting,Resting,,45,135,Inactive,105,0,False,True
4213,2023-11-14,Bernie,Intervention Weekday,240,10:16:32,Shelf,Lying Down,Resting,,0,150,Inactive,90,0,False,True
4214,2023-11-14,Bernie,Intervention Weekday,240,10:16:47,Shelf,Lying Down,Resting,,15,165,Inactive,75,0,False,True
4215,2023-11-14,Bernie,Intervention Weekday,240,10:17:02,Shelf,Lying Down,Resting,,30,180,Inactive,60,0,False,True
4216,2023-11-14,Bernie,Intervention Weekday,240,10:17:17,Shelf,Lying Down,Resting,,45,195,Inactive,45,0,False,True
4217,2023-11-14,Bernie,Intervention Weekday,240,10:17:32,Shelf,Lying Down,Resting,,0,210,Inactive,30,0,False,True
4218,2023-11-14,Bernie,Intervention Weekday,240,10:17:47,Shelf,Lying Down,Resting,,15,225,Inactive,15,0,False,True
4219,2023-11-16,Bernie,Intervention Weekday,240,09:53:38,Shelf,Lying Down,Resting,,45,120,Inactive,120,0,False,True
4220,2023-11-16,Bernie,Intervention Weekday,240,09:53:53,Shelf,Lying Down,Resting,,0,135,Inactive,105,0,False,True
4221,2023-11-16,Bernie,Intervention Weekday,240,09:54:08,Shelf,Lying Down,Resting,,15,150,Inactive,90,0,False,True
4222,2023-11-16,Bernie,Intervention Weekday,240,09:54:23,Shelf,Lying Down,Resting,,30,165,Inactive,75,0,False,True
4223,2023-11-16,Bernie,Intervention Weekday,240,09:54:38,6,Standing,Locomotion,,45,180,Active,60,1,False,True
4224,2023-11-16,Bernie,Intervention Weekday,240,09:54:53,6,Rearing,Locomotion,,0,195,Active,45,1,False,True
4225,2023-11-16,Bernie,Intervention Weekday,240,09:55:08,6,Rearing,Locomotion,,15,210,Active,30,1,False,True
4226,2023-11-16,Bernie,Intervention Weekday,240,09:55:23,4,Standing,Locomotion,,30,225,Active,15,1,False,True
4227,2023-11-16,Bernie,Intervention Weekday,240,09:55:38,6,Standing,Locomotion,,45,240,Active,0,1,False,True
4228,2023-11-16,Bernie,Intervention Weekday,240,09:55:53,Fence,Standing,Pause,,0,0,Inactive,240,0,False,True
4229,2023-11-16,Bernie,Intervention Weekday,240,09:56:08,4,Standing,Locomotion,,15,15,Active,225,1,False,True
4230,2023-11-16,Bernie,Intervention Weekday,240,09:56:23,6,Rearing,Locomotion,,30,30,Active,210,1,False,True
4231,2023-11-16,Bernie,Intervention Weekday,240,09:56:38,6,Rearing,Locomotion,,45,45,Active,195,1,False,True
4232,2023-11-16,Bernie,Intervention Weekday,240,09:56:53,Fence,Standing,Locomotion,,0,60,Active,180,1,False,True
4233,2023-11-16,Bernie,Intervention Weekday,240,09:57:08,6,Standing,Locomotion,,15,75,Active,165,1,False,True
4234,2023-11-16,Bernie,Intervention Weekday,240,09:57:23,Shelf,Sitting,Resting,,30,90,Inactive,150,0,False,True
4235,2023-11-16,Bernie,Intervention Weekday,240,09:57:38,6,Standing,Locomotion,,45,105,Active,135,1,False,True
4236,2023-11-16,Bernie,Intervention Weekday,240,09:57:53,1,Standing,Locomotion,,0,120,Active,120,1,False,True
4238,2023-11-16,Bernie,Intervention Weekday,240,09:58:23,Fence,Standing,Locomotion,,30,150,Active,90,1,False,True
4239,2023-11-16,Bernie,Intervention Weekday,240,09:58:38,5,Rearing,Locomotion,,45,165,Active,75,1,False,True
4240,2023-11-16,Bernie,Intervention Weekday,240,09:58:53,5,Rearing,Locomotion,,0,180,Active,60,1,False,True
4241,2023-11-16,Bernie,Intervention Weekday,240,09:59:08,2,Standing,Locomotion,,15,195,Active,45,1,False,True
4242,2023-11-16,Bernie,Intervention Weekday,240,09:59:23,Shelf,Sitting,Resting,,30,210,Inactive,30,0,False,True
4243,2023-11-16,Bernie,Intervention Weekday,240,09:59:38,6,Rearing,Pause,,45,225,Inactive,15,0,False,True
4244,2023-11-16,Bernie,Intervention Weekday,240,09:59:53,6,Standing,Locomotion,,0,240,Active,0,1,False,True
4245,2023-11-16,Bernie,Intervention Weekday,240,10:00:08,6,Rearing,Locomotion,,15,0,Active,240,1,False,True
4246,2023-11-16,Bernie,Intervention Weekday,240,10:00:23,Shelf,Sitting,Resting,,30,15,Inactive,225,0,False,True
4247,2023-11-16,Bernie,Intervention Weekday,240,10:00:38,Shelf,Sitting,Resting,,45,30,Inactive,210,0,False,True
4248,2023-11-16,Bernie,Intervention Weekday,240,10:00:53,Fence,Standing,Locomotion,,0,45,Active,195,1,False,True
4249,2023-11-16,Bernie,Intervention Weekday,240,10:01:08,Fence,Standing,Locomotion,,15,60,Active,180,1,False,True
4250,2023-11-16,Bernie,Intervention Weekday,240,10:01:23,Shelf,Standing,Locomotion,,30,75,Active,165,1,False,True
4251,2023-11-16,Bernie,Intervention Weekday,240,10:01:38,Shelf,Sitting,Resting,,45,90,Inactive,150,0,False,True
4252,2023-11-16,Bernie,Intervention Weekday,240,10:01:53,Shelf,Sitting,Resting,,0,105,Inactive,135,0,False,True
4253,2023-11-16,Bernie,Intervention Weekday,240,10:02:08,Shelf,Lying Down,Resting,,15,120,Inactive,120,0,False,True
4254,2023-11-16,Bernie,Intervention Weekday,240,10:02:23,Shelf,Lying Down,Resting,,30,135,Inactive,105,0,False,True
4255,2023-11-16,Bernie,Intervention Weekday,240,10:02:38,Shelf,Lying Down,Resting,,45,150,Inactive,90,0,False,True
4256,2023-11-16,Bernie,Intervention Weekday,240,10:02:53,Shelf,Lying Down,Resting,,0,165,Inactive,75,0,False,True
4257,2023-11-16,Bernie,Intervention Weekday,240,10:03:08,Shelf,Lying Down,Resting,,15,180,Inactive,60,0,False,True
4259,2023-11-16,Bernie,Intervention Weekday,240,10:03:38,Shelf,Sitting,Resting,,45,210,Inactive,30,0,False,True
4260,2023-11-16,Bernie,Intervention Weekday,240,10:03:53,Shelf,Sitting,Resting,,0,225,Inactive,15,0,False,True
4261,2023-11-16,Bernie,Intervention Weekday,240,10:04:08,6,Rearing,Pause,,15,240,Inactive,0,0,False,True
4262,2023-11-16,Bernie,Intervention Weekday,240,10:04:23,Fence,Standing,Pause,,30,0,Inactive,240,0,False,True
4263,2023-11-16,Bernie,Intervention Weekday,240,10:04:38,6,Sitting,Eating,,45,15,Active,225,1,False,True
4264,2023-11-16,Bernie,Intervention Weekday,240,10:04:53,6,Sitting,Eating,,0,30,Active,210,1,False,True
4265,2023-11-16,Bernie,Intervention Weekday,240,10:05:08,6,Sitting,Eating,,15,45,Active,195,1,False,True
4266,2023-11-16,Bernie,Intervention Weekday,240,10:05:23,6,Sitting,Eating,,30,60,Active,180,1,False,True
4267,2023-11-16,Bernie,Intervention Weekday,240,10:05:38,6,Sitting,Eating,,45,75,Active,165,1,False,True
4268,2023-11-16,Bernie,Intervention Weekday,240,10:05:53,6,Sitting,Eating,,0,90,Active,150,1,False,True
4269,2023-11-16,Bernie,Intervention Weekday,240,10:06:08,6,Sitting,Eating,,15,105,Active,135,1,False,True
4270,2023-11-16,Bernie,Intervention Weekday,240,10:06:23,6,Sitting,Pause,,30,120,Inactive,120,0,False,True
4271,2023-11-16,Bernie,Intervention Weekday,240,10:06:38,Fence,Standing,Locomotion,,45,135,Active,105,1,False,True
4272,2023-11-16,Bernie,Intervention Weekday,240,10:06:53,6,Standing,Locomotion,,0,150,Active,90,1,False,True
4273,2023-11-16,Bernie,Intervention Weekday,240,10:07:08,6,Sitting,Drinking,,15,165,Active,75,1,False,True
4274,2023-11-16,Bernie,Intervention Weekday,240,10:07:23,Fence,Standing,Pause,,30,180,Inactive,60,0,False,True
4275,2023-11-16,Bernie,Intervention Weekday,240,10:07:38,6,Sitting,Drinking,,45,195,Active,45,1,False,True
4276,2023-11-16,Bernie,Intervention Weekday,240,10:07:53,6,Rearing,Locomotion,,0,210,Active,30,1,False,True
4277,2023-11-16,Bernie,Intervention Weekday,240,10:08:08,6,Standing,Locomotion,,15,225,Active,15,1,False,True
4396,2023-11-29,Bernie,Intervention Weekday,300,09:05:26,6,Sitting,Eating,,45,255,Active,45,1,False,True
4397,2023-11-29,Bernie,Intervention Weekday,300,09:05:41,3,Standing,Locomotion,,0,270,Active,30,1,False,True
4398,2023-11-29,Bernie,Intervention Weekday,300,09:05:56,6,Rearing,Pause,,15,285,Inactive,15,0,False,True
4399,2023-11-29,Bernie,Intervention Weekday,300,09:06:11,6,Rearing,Pause,,30,300,Inactive,0,0,False,True
4400,2023-11-29,Bernie,Intervention Weekday,300,09:06:26,6,Rearing,Pause,,45,0,Inactive,300,0,False,True
4401,2023-11-29,Bernie,Intervention Weekday,300,09:06:41,Fence,Rearing,Pause,,0,15,Inactive,285,0,False,True
4402,2023-11-29,Bernie,Intervention Weekday,300,09:06:56,6,Rearing,Pause,,15,30,Inactive,270,0,False,True
4403,2023-11-29,Bernie,Intervention Weekday,300,09:07:11,Fence,Rearing,Pause,,30,45,Inactive,255,0,False,True
4404,2023-11-29,Bernie,Intervention Weekday,300,09:07:26,6,Standing,Locomotion,,45,60,Active,240,1,False,True
4405,2023-11-29,Bernie,Intervention Weekday,300,09:07:41,6,Rearing,Pause,,0,75,Inactive,225,0,False,True
4406,2023-11-29,Bernie,Intervention Weekday,300,09:07:56,5,Standing,Locomotion,,15,90,Active,210,1,False,True
4407,2023-11-29,Bernie,Intervention Weekday,300,09:08:11,3,Standing,Locomotion,,30,105,Active,195,1,False,True
4409,2023-11-29,Bernie,Intervention Weekday,300,09:08:41,Shelf,Lying Down,Resting,,0,135,Inactive,165,0,False,True
4410,2023-11-29,Bernie,Intervention Weekday,300,09:08:56,Shelf,Lying Down,Resting,,15,150,Inactive,150,0,False,True
4411,2023-11-29,Bernie,Intervention Weekday,300,09:09:11,6,Rearing,Pause,,30,165,Inactive,135,0,False,True
4412,2023-11-29,Bernie,Intervention Weekday,300,09:09:26,4,Standing,Drinking,Water Bowl,45,180,Active,120,1,False,True
4413,2023-11-29,Bernie,Intervention Weekday,300,09:09:41,4,Sitting,Drinking,,0,195,Active,105,1,False,True
4414,2023-11-29,Bernie,Intervention Weekday,300,09:09:56,4,Sitting,Drinking,,15,210,Active,90,1,False,True
4415,2023-11-29,Bernie,Intervention Weekday,300,09:10:11,6,Rearing,Locomotion,,30,225,Active,75,1,False,True
4416,2023-11-29,Bernie,Intervention Weekday,300,09:10:26,3,Standing,Locomotion,,45,240,Active,60,1,False,True
4417,2023-11-29,Bernie,Intervention Weekday,300,09:10:41,4,Standing,Drinking,,0,255,Active,45,1,False,True
4418,2023-11-29,Bernie,Intervention Weekday,300,09:10:56,6,Sitting,Eating,,15,270,Active,30,1,False,True
4419,2023-11-29,Bernie,Intervention Weekday,300,09:11:11,6,Sitting,Eating,,30,285,Active,15,1,False,True
4420,2023-11-29,Bernie,Intervention Weekday,300,09:11:26,6,Sitting,Eating,,45,300,Active,0,1,False,True
