,date,Subject,Phase,Feeder_Interval,Time,Location,Body_Position,Activity,Interaction,period,rel_time,action_cat,TimeToFeeding,Active,Feeder,Intervention
1,2023-05-24,Citrine,Intervention_Weekday,180,09:30:42,5,Rearing,Locomotion,,0,0,Active,180,1,False,True
2,2023-05-24,Citrine,Intervention_Weekday,180,09:30:57,5,Standing,Pause,,15,15,Inactive,165,0,False,True
3,2023-05-24,Citrine,Intervention_Weekday,180,09:31:12,Shelf,Sitting,Resting,,30,30,Inactive,150,0,False,True
4,2023-05-24,Citrine,Intervention_Weekday,180,09:31:27,Shelf,Sitting,Resting,,45,45,Inactive,135,0,False,True
5,2023-05-24,Citrine,Intervention_Weekday,180,09:31:42,Shelf,Sitting,Resting,,0,60,Inactive,120,0,False,True
6,2023-05-24,Citrine,Intervention_Weekday,180,09:31:57,Shelf,Sitting,Resting,,15,75,Inactive,105,0,False,True
7,2023-05-24,Citrine,Intervention_Weekday,180,09:32:12,Shelf,Sitting,Resting,,30,90,Inactive,90,0,False,True
8,2023-05-24,Citrine,Intervention_Weekday,180,09:32:27,Shelf,Sitting,Resting,,45,105,Inactive,75,0,False,True
9,2023-05-24,Citrine,Intervention_Weekday,180,09:32:42,Shelf,Sitting,Resting,,0,120,Inactive,60,0,False,True
10,2023-05-24,Citrine,Intervention_Weekday,180,09:32:57,Shelf,Sitting,Resting,,15,135,Inactive,45,0,False,True
11,2023-05-24,Citrine,Intervention_Weekday,180,09:33:12,Feeder,Sitting,Pause,,30,150,Inactive,30,0,True,True
12,2023-05-24,Citrine,Intervention_Weekday,180,09:33:27,Feeder,Sitting,Pause,,45,165,Inactive,15,0,True,True
13,2023-05-24,Citrine,Intervention_Weekday,180,09:33:42,4,Standing,Locomotion,,0,180,Active,0,1,False,True
14,2023-05-24,Citrine,Intervention_Weekday,180,09:33:57,Shelf,Standing,Locomotion,,15,0,Active,180,1,False,True
15,2023-05-24,Citrine,Intervention_Weekday,180,09:34:12,4,Standing,Locomotion,,30,15,Active,165,1,False,True
16,2023-05-24,Citrine,Intervention_Weekday,180,09:34:27,Feeder,Standing,Pause,,45,30,Inactive,150,0,True,True
17,2023-05-24,Citrine,Intervention_Weekday,180,09:34:42,Feeder,Standing,Pause,,0,45,Inactive,135,0,True,True
18,2023-05-24,Citrine,Intervention_Weekday,180,09:34:57,Fence,Standing,Pause,,15,60,Inactive,120,0,False,True
19,2023-05-24,Citrine,Intervention_Weekday,180,09:35:12,3,Standing,Locomotion,,30,75,Active,105,1,False,True
20,2023-05-24,Citrine,Intervention_Weekday,180,09:35:27,Shelf,Standing,Pause,,45,90,Inactive,90,0,False,True
21,2023-05-24,Citrine,Intervention_Weekday,180,09:35:42,3,Standing,Locomotion,,0,105,Active,75,1,False,True
22,2023-05-24,Citrine,Intervention_Weekday,180,09:35:57,5,Rearing,Pause,,15,120,Inactive,60,0,False,True
23,2023-05-24,Citrine,Intervention_Weekday,180,09:36:12,6,Standing,Manipulating Object,Feeder,30,135,Active,45,1,False,True
24,2023-05-24,Citrine,Intervention_Weekday,180,09:36:27,4,Standing,Locomotion,,45,150,Active,30,1,False,True
25,2023-05-24,Citrine,Intervention_Weekday,180,09:36:42,5,Rearing,Pause,,0,165,Inactive,15,0,False,True
26,2023-05-24,Citrine,Intervention_Weekday,180,09:36:57,5,Rearing,Pause,,15,180,Inactive,0,0,False,True
27,2023-05-24,Citrine,Intervention_Weekday,180,09:37:12,Shelf,Standing,Pause,,30,0,Inactive,180,0,False,True
28,2023-05-24,Citrine,Intervention_Weekday,180,09:37:27,Shelf,Standing,Pause,,45,15,Inactive,165,0,False,True
29,2023-05-24,Citrine,Intervention_Weekday,180,09:37:42,Shelf,Standing,Pause,,0,30,Inactive,150,0,False,True
30,2023-05-24,Citrine,Intervention_Weekday,180,09:37:57,Shelf,Standing,Pause,,15,45,Inactive,135,0,False,True
31,2023-05-24,Citrine,Intervention_Weekday,180,09:38:12,Fence,Standing,Pause,,30,60,Inactive,120,0,False,True
32,2023-05-24,Citrine,Intervention_Weekday,180,09:38:27,Fence,Standing,Pause,,45,75,Inactive,105,0,False,True
33,2023-05-24,Citrine,Intervention_Weekday,180,09:38:42,5,Rearing,Pause,,0,90,Inactive,90,0,False,True
34,2023-05-24,Citrine,Intervention_Weekday,180,09:38:57,5,Rearing,Locomotion,,15,105,Active,75,1,False,True
35,2023-05-24,Citrine,Intervention_Weekday,180,09:39:12,5,Rearing,Pause,,30,120,Inactive,60,0,False,True
36,2023-05-24,Citrine,Intervention_Weekday,180,09:39:27,5,Rearing,Pause,,45,135,Inactive,45,0,False,True
37,2023-05-24,Citrine,Intervention_Weekday,180,09:39:42,6,Rearing,Pause,,0,150,Inactive,30,0,False,True
38,2023-05-24,Citrine,Intervention_Weekday,180,09:39:57,3,Standing,Locomotion,,15,165,Active,15,1,False,True
39,2023-05-24,Citrine,Intervention_Weekday,180,09:40:12,Shelf,Sitting,Resting,,30,180,Inactive,0,0,False,True
40,2023-05-24,Citrine,Intervention_Weekday,180,09:40:27,Shelf,Sitting,Resting,,45,0,Inactive,180,0,False,True
41,2023-05-24,Citrine,Intervention_Weekday,180,09:40:42,Shelf,Standing,Resting,,0,15,Inactive,165,0,False,True
42,2023-05-24,Citrine,Intervention_Weekday,180,09:40:57,Shelf,Sitting,Resting,,15,30,Inactive,150,0,False,True
43,2023-05-24,Citrine,Intervention_Weekday,180,09:41:12,Shelf,Sitting,Resting,,30,45,Inactive,135,0,False,True
44,2023-05-24,Citrine,Intervention_Weekday,180,09:41:27,Feeder,Standing,Pause,,45,60,Inactive,120,0,True,True
45,2023-05-24,Citrine,Intervention_Weekday,180,09:41:42,Feeder,Sitting,Resting,,0,75,Inactive,105,0,True,True
46,2023-05-24,Citrine,Intervention_Weekday,180,09:41:57,Feeder,Sitting,Resting,,15,90,Inactive,90,0,True,True
47,2023-05-24,Citrine,Intervention_Weekday,180,09:42:12,Feeder,Sitting,Resting,,30,105,Inactive,75,0,True,True
48,2023-05-24,Citrine,Intervention_Weekday,180,09:42:27,Feeder,Sitting,Resting,,45,120,Inactive,60,0,True,True
49,2023-05-24,Citrine,Intervention_Weekday,180,09:42:42,5,Standing,Eating,,0,135,Active,45,1,False,True
50,2023-05-24,Citrine,Intervention_Weekday,180,09:42:57,4,Standing,Drinking,,15,150,Active,30,1,False,True
51,2023-05-24,Citrine,Intervention_Weekday,180,09:43:12,4,Standing,Drinking,,30,165,Active,15,1,False,True
52,2023-05-24,Citrine,Intervention_Weekday,180,09:43:27,4,Standing,Drinking,,45,180,Active,0,1,False,True
53,2023-05-24,Citrine,Intervention_Weekday,180,09:43:42,4,Standing,Drinking,,0,0,Active,180,1,False,True
54,2023-05-24,Citrine,Intervention_Weekday,180,09:43:57,4,Standing,Pause,,15,15,Inactive,165,0,False,True
55,2023-05-24,Citrine,Intervention_Weekday,180,09:44:12,5,Rearing,Pause,,30,30,Inactive,150,0,False,True
56,2023-05-24,Citrine,Intervention_Weekday,180,09:44:27,4,Standing,Locomotion,,45,45,Active,135,1,False,True
57,2023-05-24,Citrine,Intervention_Weekday,180,09:44:42,Feeder,Sitting,Resting,,0,60,Inactive,120,0,True,True
58,2023-05-24,Citrine,Intervention_Weekday,180,09:44:57,Feeder,Sitting,Resting,,15,75,Inactive,105,0,True,True
59,2023-05-24,Citrine,Intervention_Weekday,180,09:45:12,Feeder,Sitting,Resting,,30,90,Inactive,90,0,True,True
60,2023-05-24,Citrine,Intervention_Weekday,180,09:45:27,Feeder,Sitting,Resting,,45,105,Inactive,75,0,True,True
61,2023-05-25,Citrine,Intervention_Weekday,180,10:25:40,3,Standing,Drinking,,0,0,Active,180,1,False,True
62,2023-05-25,Citrine,Intervention_Weekday,180,10:25:55,3,Standing,Drinking,,15,15,Active,165,1,False,True
63,2023-05-25,Citrine,Intervention_Weekday,180,10:26:10,3,Standing,Drinking,,30,30,Active,150,1,False,True
64,2023-05-25,Citrine,Intervention_Weekday,180,10:26:25,3,Standing,Drinking,,45,45,Active,135,1,False,True
65,2023-05-25,Citrine,Intervention_Weekday,180,10:26:40,3,Standing,Drinking,,0,60,Active,120,1,False,True
66,2023-05-25,Citrine,Intervention_Weekday,180,10:26:55,Feeder,Standing,Pause,,15,75,Inactive,105,0,True,True
67,2023-05-25,Citrine,Intervention_Weekday,180,10:27:10,Feeder,Sitting,Resting,,30,90,Inactive,90,0,True,True
68,2023-05-25,Citrine,Intervention_Weekday,180,10:27:25,Feeder,Sitting,Resting,,45,105,Inactive,75,0,True,True
69,2023-05-25,Citrine,Intervention_Weekday,180,10:27:40,Feeder,Sitting,Resting,,0,120,Inactive,60,0,True,True
70,2023-05-25,Citrine,Intervention_Weekday,180,10:27:55,Feeder,Sitting,Resting,,15,135,Inactive,45,0,True,True
71,2023-05-25,Citrine,Intervention_Weekday,180,10:28:10,Feeder,Sitting,Resting,,30,150,Inactive,30,0,True,True
72,2023-05-25,Citrine,Intervention_Weekday,180,10:28:25,Fence,Standing,Locomotion,,45,165,Active,15,1,False,True
73,2023-05-25,Citrine,Intervention_Weekday,180,10:28:40,4,Standing,Locomotion,,0,180,Active,0,1,False,True
74,2023-05-25,Citrine,Intervention_Weekday,180,10:28:55,3,Standing,Locomotion,,15,0,Active,180,1,False,True
75,2023-05-25,Citrine,Intervention_Weekday,180,10:29:10,Shelf,Standing,Locomotion,,30,15,Active,165,1,False,True
76,2023-05-25,Citrine,Intervention_Weekday,180,10:29:25,Shelf,Standing,Pause,,45,30,Inactive,150,0,False,True
77,2023-05-25,Citrine,Intervention_Weekday,180,10:29:40,Fence,Standing,Pause,,0,45,Inactive,135,0,False,True
78,2023-05-25,Citrine,Intervention_Weekday,180,10:29:55,Feeder,Sitting,Resting,,15,60,Inactive,120,0,True,True
79,2023-05-25,Citrine,Intervention_Weekday,180,10:30:10,Feeder,Sitting,Resting,,30,75,Inactive,105,0,True,True
80,2023-05-25,Citrine,Intervention_Weekday,180,10:30:25,Feeder,Sitting,Resting,,45,90,Inactive,90,0,True,True
81,2023-05-25,Citrine,Intervention_Weekday,180,10:30:40,Feeder,Sitting,Resting,,0,105,Inactive,75,0,True,True
82,2023-05-25,Citrine,Intervention_Weekday,180,10:30:55,Feeder,Sitting,Resting,,15,120,Inactive,60,0,True,True
83,2023-05-25,Citrine,Intervention_Weekday,180,10:31:10,Feeder,Sitting,Resting,,30,135,Inactive,45,0,True,True
84,2023-05-25,Citrine,Intervention_Weekday,180,10:31:25,Feeder,Sitting,Resting,,45,150,Inactive,30,0,True,True
85,2023-05-25,Citrine,Intervention_Weekday,180,10:31:40,5,Sitting,Eating,,0,165,Active,15,1,False,True
86,2023-05-25,Citrine,Intervention_Weekday,180,10:31:55,3,Standing,Drinking,,15,180,Active,0,1,False,True
87,2023-05-25,Citrine,Intervention_Weekday,180,10:32:10,3,Standing,Drinking,,30,0,Active,180,1,False,True
88,2023-05-25,Citrine,Intervention_Weekday,180,10:32:25,3,Sitting,Drinking,,45,15,Active,165,1,False,True
89,2023-05-25,Citrine,Intervention_Weekday,180,10:32:40,3,Sitting,Drinking,,0,30,Active,150,1,False,True
90,2023-05-25,Citrine,Intervention_Weekday,180,10:32:55,3,Sitting,Drinking,,15,45,Active,135,1,False,True
91,2023-05-25,Citrine,Intervention_Weekday,180,10:33:10,Feeder,Standing,Pause,,30,60,Inactive,120,0,True,True
92,2023-05-25,Citrine,Intervention_Weekday,180,10:33:25,Feeder,Sitting,Pause,,45,75,Inactive,105,0,True,True
93,2023-05-25,Citrine,Intervention_Weekday,180,10:33:40,3,Standing,Locomotion,,0,90,Active,90,1,False,True
94,2023-05-25,Citrine,Intervention_Weekday,180,10:33:55,Shelf,Sitting,Resting,,15,105,Inactive,75,0,False,True
95,2023-05-25,Citrine,Intervention_Weekday,180,10:34:10,Shelf,Sitting,Resting,,30,120,Inactive,60,0,False,True
96,2023-05-25,Citrine,Intervention_Weekday,180,10:34:25,Shelf,Sitting,Resting,,45,135,Inactive,45,0,False,True
97,2023-05-25,Citrine,Intervention_Weekday,180,10:34:40,5,Rearing,Pause,,0,150,Inactive,30,0,False,True
98,2023-05-25,Citrine,Intervention_Weekday,180,10:34:55,3,Standing,Locomotion,,15,165,Active,15,1,False,True
99,2023-05-25,Citrine,Intervention_Weekday,180,10:35:10,Shelf,Sitting,Resting,,30,180,Inactive,0,0,False,True
100,2023-05-25,Citrine,Intervention_Weekday,180,10:35:25,Shelf,Sitting,Resting,,45,0,Inactive,180,0,False,True
101,2023-05-25,Citrine,Intervention_Weekday,180,10:35:40,Shelf,Sitting,Resting,,0,15,Inactive,165,0,False,True
102,2023-05-25,Citrine,Intervention_Weekday,180,10:35:55,Shelf,Sitting,Resting,,15,30,Inactive,150,0,False,True
103,2023-05-25,Citrine,Intervention_Weekday,180,10:36:10,Shelf,Sitting,Resting,,30,45,Inactive,135,0,False,True
104,2023-05-25,Citrine,Intervention_Weekday,180,10:36:25,Shelf,Sitting,Resting,,45,60,Inactive,120,0,False,True
105,2023-05-25,Citrine,Intervention_Weekday,180,10:36:40,Shelf,Sitting,Resting,,0,75,Inactive,105,0,False,True
106,2023-05-25,Citrine,Intervention_Weekday,180,10:36:55,Shelf,Sitting,Resting,,15,90,Inactive,90,0,False,True
107,2023-05-25,Citrine,Intervention_Weekday,180,10:37:10,5,Rearing,Pause,,30,105,Inactive,75,0,False,True
108,2023-05-25,Citrine,Intervention_Weekday,180,10:37:25,Fence,Standing,Locomotion,,45,120,Active,60,1,False,True
109,2023-05-25,Citrine,Intervention_Weekday,180,10:37:40,5,Standing,Eating,,0,135,Active,45,1,False,True
110,2023-05-25,Citrine,Intervention_Weekday,180,10:37:55,5,Standing,Locomotion,,15,150,Active,30,1,False,True
111,2023-05-25,Citrine,Intervention_Weekday,180,10:38:10,Shelf,Standing,Locomotion,,30,165,Active,15,1,False,True
112,2023-05-25,Citrine,Intervention_Weekday,180,10:38:25,Shelf,Standing,Pause,,45,180,Inactive,0,0,False,True
113,2023-05-25,Citrine,Intervention_Weekday,180,10:38:40,Shelf,Out of View,Resting,,0,0,Inactive,180,0,False,True
114,2023-05-25,Citrine,Intervention_Weekday,180,10:38:55,Shelf,Out of View,Resting,,15,15,Inactive,165,0,False,True
115,2023-05-25,Citrine,Intervention_Weekday,180,10:39:10,Shelf,Out of View,Resting,,30,30,Inactive,150,0,False,True
116,2023-05-25,Citrine,Intervention_Weekday,180,10:39:25,Shelf,Out of View,Resting,,45,45,Inactive,135,0,False,True
117,2023-05-25,Citrine,Intervention_Weekday,180,10:39:40,Shelf,Out of View,Resting,,0,60,Inactive,120,0,False,True
118,2023-05-25,Citrine,Intervention_Weekday,180,10:39:55,Shelf,Out of View,Resting,,15,75,Inactive,105,0,False,True
119,2023-05-25,Citrine,Intervention_Weekday,180,10:40:10,Shelf,Out of View,Resting,,30,90,Inactive,90,0,False,True
120,2023-05-25,Citrine,Intervention_Weekday,180,10:40:25,Shelf,Out of View,Resting,,45,105,Inactive,75,0,False,True
121,2023-05-11,Citrine,Intervention_Weekday,120,11:09:51,5,Rearing,Pause,,0,0,Inactive,120,0,False,True
122,2023-05-11,Citrine,Intervention_Weekday,120,11:10:06,5,Standing,Locomotion,,15,15,Active,105,1,False,True
123,2023-05-11,Citrine,Intervention_Weekday,120,11:10:21,Shelf,Sitting,Resting,,30,30,Inactive,90,0,False,True
124,2023-05-11,Citrine,Intervention_Weekday,120,11:10:36,Shelf,Sitting,Resting,,45,45,Inactive,75,0,False,True
125,2023-05-11,Citrine,Intervention_Weekday,120,11:10:51,Shelf,Sitting,Resting,,0,60,Inactive,60,0,False,True
126,2023-05-11,Citrine,Intervention_Weekday,120,11:11:06,Shelf,Sitting,Resting,,15,75,Inactive,45,0,False,True
127,2023-05-11,Citrine,Intervention_Weekday,120,11:11:21,Shelf,Sitting,Resting,,30,90,Inactive,30,0,False,True
128,2023-05-11,Citrine,Intervention_Weekday,120,11:11:36,Shelf,Sitting,Resting,,45,105,Inactive,15,0,False,True
129,2023-05-11,Citrine,Intervention_Weekday,120,11:11:51,3,Standing,Locomotion,,0,120,Active,0,1,False,True
130,2023-05-11,Citrine,Intervention_Weekday,120,11:12:06,Feeder,Standing,Pause,,15,0,Inactive,120,0,True,True
131,2023-05-11,Citrine,Intervention_Weekday,120,11:12:21,Shelf,Standing,Pause,,30,15,Inactive,105,0,False,True
132,2023-05-11,Citrine,Intervention_Weekday,120,11:12:36,Shelf,Standing,Pause,,45,30,Inactive,90,0,False,True
133,2023-05-11,Citrine,Intervention_Weekday,120,11:12:51,Shelf,Sitting,Resting,,0,45,Inactive,75,0,False,True
134,2023-05-11,Citrine,Intervention_Weekday,120,11:13:06,Shelf,Sitting,Resting,,15,60,Inactive,60,0,False,True
135,2023-05-11,Citrine,Intervention_Weekday,120,11:13:21,Shelf,Sitting,Resting,,30,75,Inactive,45,0,False,True
136,2023-05-11,Citrine,Intervention_Weekday,120,11:13:36,Shelf,Sitting,Resting,,45,90,Inactive,30,0,False,True
137,2023-05-11,Citrine,Intervention_Weekday,120,11:13:51,Shelf,Standing,Locomotion,,0,105,Active,15,1,False,True
138,2023-05-11,Citrine,Intervention_Weekday,120,11:14:06,Shelf,Standing,Pause,,15,120,Inactive,0,0,False,True
139,2023-05-11,Citrine,Intervention_Weekday,120,11:14:21,Shelf,Standing,Pause,,30,0,Inactive,120,0,False,True
140,2023-05-11,Citrine,Intervention_Weekday,120,11:14:36,5,Rearing,Locomotion,,45,15,Active,105,1,False,True
141,2023-05-11,Citrine,Intervention_Weekday,120,11:14:51,Fence,Standing,Pause,,0,30,Inactive,90,0,False,True
142,2023-05-11,Citrine,Intervention_Weekday,120,11:15:06,Shelf,Standing,Locomotion,,15,45,Active,75,1,False,True
143,2023-05-11,Citrine,Intervention_Weekday,120,11:15:21,Shelf,Standing,Pause,,30,60,Inactive,60,0,False,True
144,2023-05-11,Citrine,Intervention_Weekday,120,11:15:36,Shelf,Standing,Pause,,45,75,Inactive,45,0,False,True
145,2023-05-11,Citrine,Intervention_Weekday,120,11:15:51,6,Standing,Eating,,0,90,Active,30,1,False,True
146,2023-05-11,Citrine,Intervention_Weekday,120,11:16:06,5,Sitting,Pause,,15,105,Inactive,15,0,False,True
147,2023-05-11,Citrine,Intervention_Weekday,120,11:16:21,6,Standing,Locomotion,,30,120,Active,0,1,False,True
148,2023-05-11,Citrine,Intervention_Weekday,120,11:16:36,2,Standing,Locomotion,,45,0,Active,120,1,False,True
149,2023-05-11,Citrine,Intervention_Weekday,120,11:16:51,Shelf,Standing,Pause,,0,15,Inactive,105,0,False,True
150,2023-05-11,Citrine,Intervention_Weekday,120,11:17:06,Shelf,Sitting,Pause,,15,30,Inactive,90,0,False,True
151,2023-05-11,Citrine,Intervention_Weekday,120,11:17:21,Shelf,Sitting,Resting,,30,45,Inactive,75,0,False,True
152,2023-05-11,Citrine,Intervention_Weekday,120,11:17:36,Shelf,Sitting,Pause,,45,60,Inactive,60,0,False,True
153,2023-05-11,Citrine,Intervention_Weekday,120,11:17:51,5,Standing,Eating,,0,75,Active,45,1,False,True
154,2023-05-11,Citrine,Intervention_Weekday,120,11:18:06,5,Standing,Locomotion,,15,90,Active,30,1,False,True
155,2023-05-11,Citrine,Intervention_Weekday,120,11:18:21,1,Standing,Locomotion,,30,105,Active,15,1,False,True
156,2023-05-11,Citrine,Intervention_Weekday,120,11:18:36,Feeder,Sitting,Pause,,45,120,Inactive,0,0,True,True
157,2023-05-11,Citrine,Intervention_Weekday,120,11:18:51,Shelf,Standing,Pause,,0,0,Inactive,120,0,False,True
159,2023-05-11,Citrine,Intervention_Weekday,120,11:19:21,5,Rearing,Pause,,30,30,Inactive,90,0,False,True
160,2023-05-11,Citrine,Intervention_Weekday,120,11:19:36,Feeder,Standing,Pause,,45,45,Inactive,75,0,True,True
161,2023-05-11,Citrine,Intervention_Weekday,120,11:19:51,5,Standing,Eating,,0,60,Active,60,1,False,True
162,2023-05-11,Citrine,Intervention_Weekday,120,11:20:06,5,Standing,Manipulating Object,Feeder,15,75,Active,45,1,False,True
163,2023-05-11,Citrine,Intervention_Weekday,120,11:20:21,Feeder,Standing,Pause,,30,90,Inactive,30,0,True,True
164,2023-05-11,Citrine,Intervention_Weekday,120,11:20:36,3,Standing,Locomotion,,45,105,Active,15,1,False,True
165,2023-05-11,Citrine,Intervention_Weekday,120,11:20:51,3,Standing,Locomotion,,0,120,Active,0,1,False,True
166,2023-05-11,Citrine,Intervention_Weekday,120,11:21:06,5,Rearing,Pause,,15,0,Inactive,120,0,False,True
167,2023-05-11,Citrine,Intervention_Weekday,120,11:21:21,Feeder,Standing,Pause,,30,15,Inactive,105,0,True,True
168,2023-05-11,Citrine,Intervention_Weekday,120,11:21:36,Fence,Standing,Pause,,45,30,Inactive,90,0,False,True
169,2023-05-11,Citrine,Intervention_Weekday,120,11:21:51,5,Standing,Eating,,0,45,Active,75,1,False,True
170,2023-05-11,Citrine,Intervention_Weekday,120,11:22:06,5,Rearing,Pause,,15,60,Inactive,60,0,False,True
171,2023-05-11,Citrine,Intervention_Weekday,120,11:22:21,Feeder,Standing,Pause,,30,75,Inactive,45,0,True,True
172,2023-05-11,Citrine,Intervention_Weekday,120,11:22:36,Feeder,Standing,Pause,,45,90,Inactive,30,0,True,True
173,2023-05-11,Citrine,Intervention_Weekday,120,11:22:51,Feeder,Standing,Pause,,0,105,Inactive,15,0,True,True
174,2023-05-11,Citrine,Intervention_Weekday,120,11:23:06,Feeder,Standing,Pause,,15,120,Inactive,0,0,True,True
175,2023-05-11,Citrine,Intervention_Weekday,120,11:23:21,1,Standing,Locomotion,,30,0,Active,120,1,False,True
176,2023-05-11,Citrine,Intervention_Weekday,120,11:23:36,Feeder,Standing,Pause,,45,15,Inactive,105,0,True,True
177,2023-05-11,Citrine,Intervention_Weekday,120,11:23:51,5,Standing,Eating,,0,30,Active,90,1,False,True
178,2023-05-11,Citrine,Intervention_Weekday,120,11:24:06,5,Standing,Pause,,15,45,Inactive,75,0,False,True
179,2023-05-11,Citrine,Intervention_Weekday,120,11:24:21,Feeder,Standing,Pause,,30,60,Inactive,60,0,True,True
180,2023-05-11,Citrine,Intervention_Weekday,120,11:24:36,Fence,Standing,Locomotion,,45,75,Active,45,1,False,True
181,2023-06-08,Citrine,Intervention_Weekday,240,10:26:59,4,Standing,Locomotion,,0,0,Active,240,1,False,True
182,2023-06-08,Citrine,Intervention_Weekday,240,10:27:14,Shelf,Out of View,Pause,,15,15,Inactive,225,0,False,True
183,2023-06-08,Citrine,Intervention_Weekday,240,10:27:29,Shelf,Sitting,Pause,,30,30,Inactive,210,0,False,True
184,2023-06-08,Citrine,Intervention_Weekday,240,10:27:44,Shelf,Sitting,Pause,,45,45,Inactive,195,0,False,True
185,2023-06-08,Citrine,Intervention_Weekday,240,10:27:59,Shelf,Sitting,Pause,,0,60,Inactive,180,0,False,True
186,2023-06-08,Citrine,Intervention_Weekday,240,10:28:14,Shelf,Sitting,Pause,,15,75,Inactive,165,0,False,True
187,2023-06-08,Citrine,Intervention_Weekday,240,10:28:29,Shelf,Sitting,Pause,,30,90,Inactive,150,0,False,True
188,2023-06-08,Citrine,Intervention_Weekday,240,10:28:44,Fence,Standing,Pause,,45,105,Inactive,135,0,False,True
189,2023-06-08,Citrine,Intervention_Weekday,240,10:28:59,5,Rearing,Locomotion,,0,120,Active,120,1,False,True
190,2023-06-08,Citrine,Intervention_Weekday,240,10:29:14,Fence,Standing,Locomotion,,15,135,Active,105,1,False,True
191,2023-06-08,Citrine,Intervention_Weekday,240,10:29:29,3,Standing,Locomotion,,30,150,Active,90,1,False,True
192,2023-06-08,Citrine,Intervention_Weekday,240,10:29:44,Shelf,Standing,Locomotion,,45,165,Active,75,1,False,True
193,2023-06-08,Citrine,Intervention_Weekday,240,10:29:59,6,Standing,Locomotion,,0,180,Active,60,1,False,True
194,2023-06-08,Citrine,Intervention_Weekday,240,10:30:14,Shelf,Out of View,Pause,,15,195,Inactive,45,0,False,True
195,2023-06-08,Citrine,Intervention_Weekday,240,10:30:29,Shelf,Out of View,Pause,,30,210,Inactive,30,0,False,True
196,2023-06-08,Citrine,Intervention_Weekday,240,10:30:44,Shelf,Standing,Locomotion,,45,225,Active,15,1,False,True
197,2023-06-08,Citrine,Intervention_Weekday,240,10:30:59,5,Standing,Eating,,0,240,Active,0,1,False,True
198,2023-06-08,Citrine,Intervention_Weekday,240,10:31:14,4,Standing,Locomotion,,15,0,Active,240,1,False,True
199,2023-06-08,Citrine,Intervention_Weekday,240,10:31:29,Shelf,Standing,Pause,,30,15,Inactive,225,0,False,True
200,2023-06-08,Citrine,Intervention_Weekday,240,10:31:44,Shelf,Sitting,Resting,,45,30,Inactive,210,0,False,True
201,2023-06-08,Citrine,Intervention_Weekday,240,10:31:59,Shelf,Sitting,Resting,,0,45,Inactive,195,0,False,True
202,2023-06-08,Citrine,Intervention_Weekday,240,10:32:14,Shelf,Sitting,Resting,,15,60,Inactive,180,0,False,True
203,2023-06-08,Citrine,Intervention_Weekday,240,10:32:29,Shelf,Sitting,Resting,,30,75,Inactive,165,0,False,True
204,2023-06-08,Citrine,Intervention_Weekday,240,10:32:44,Shelf,Lying Down,Resting,,45,90,Inactive,150,0,False,True
205,2023-06-08,Citrine,Intervention_Weekday,240,10:32:59,Shelf,Lying Down,Resting,,0,105,Inactive,135,0,False,True
206,2023-06-08,Citrine,Intervention_Weekday,240,10:33:14,Shelf,Lying Down,Resting,,15,120,Inactive,120,0,False,True
207,2023-06-08,Citrine,Intervention_Weekday,240,10:33:29,Shelf,Lying Down,Resting,,30,135,Inactive,105,0,False,True
208,2023-06-08,Citrine,Intervention_Weekday,240,10:33:44,Shelf,Lying Down,Resting,,45,150,Inactive,90,0,False,True
209,2023-06-08,Citrine,Intervention_Weekday,240,10:33:59,Shelf,Lying Down,Resting,,0,165,Inactive,75,0,False,True
210,2023-06-08,Citrine,Intervention_Weekday,240,10:34:14,Shelf,Lying Down,Resting,,15,180,Inactive,60,0,False,True
211,2023-06-08,Citrine,Intervention_Weekday,240,10:34:29,Shelf,Lying Down,Resting,,30,195,Inactive,45,0,False,True
212,2023-06-08,Citrine,Intervention_Weekday,240,10:34:44,5,Rearing,Pause,,45,210,Inactive,30,0,False,True
213,2023-06-08,Citrine,Intervention_Weekday,240,10:34:59,5,Standing,Eating,,0,225,Active,15,1,False,True
214,2023-06-08,Citrine,Intervention_Weekday,240,10:35:14,Shelf,Standing,Pause,,15,240,Inactive,0,0,False,True
215,2023-06-08,Citrine,Intervention_Weekday,240,10:35:29,Shelf,Standing,Pause,,30,0,Inactive,240,0,False,True
216,2023-06-08,Citrine,Intervention_Weekday,240,10:35:44,Shelf,Lying Down,Resting,,45,15,Inactive,225,0,False,True
217,2023-06-08,Citrine,Intervention_Weekday,240,10:35:59,Shelf,Lying Down,Resting,,0,30,Inactive,210,0,False,True
218,2023-06-08,Citrine,Intervention_Weekday,240,10:36:14,Shelf,Lying Down,Resting,,15,45,Inactive,195,0,False,True
219,2023-06-08,Citrine,Intervention_Weekday,240,10:36:29,Shelf,Lying Down,Resting,,30,60,Inactive,180,0,False,True
220,2023-06-08,Citrine,Intervention_Weekday,240,10:36:44,Shelf,Lying Down,Resting,,45,75,Inactive,165,0,False,True
221,2023-06-08,Citrine,Intervention_Weekday,240,10:36:59,Shelf,Lying Down,Resting,,0,90,Inactive,150,0,False,True
222,2023-06-08,Citrine,Intervention_Weekday,240,10:37:14,Shelf,Lying Down,Resting,,15,105,Inactive,135,0,False,True
223,2023-06-08,Citrine,Intervention_Weekday,240,10:37:29,Shelf,Lying Down,Resting,,30,120,Inactive,120,0,False,True
